,Unnamed: 0,Datetime,TweetId,Text,EncodedText,Username,Tweet,Language,Drug,IsValid,CleanText,AbsText,WordCount,AbsCount
71321,71321,2018-05-04 03:09:56+00:00,992239878669848576,Lemtrada MS Treatment update: Finally some good news! I have been on 2 different pain meds for several years now. Mostly took them @ bedtime. One for nerve pain. One for muscle spams. This week I have reduced both to 1/2 doses. Going to try to continue to reduce over time.,b'Lemtrada MS Treatment update: Finally some good news! I have been on 2 different pain meds for several years now. Mostly took them @ bedtime. One for nerve pain. One for muscle spams. This week I have reduced both to 1/2 doses. Going to try to continue to reduce over time.',TigerGodwin,https://twitter.com/TigerGodwin/status/992239878669848576,en,lemtrada,,Lemtrada MS Treatment update Finally some good news I have been on different pain meds for several years now Mostly took them bedtime One for nerve pain One for muscle spams This week I have reduced both to 2 doses Going to try to continue to reduce over time,Lemtrada MS Treatment update Finally some good news I have been on different pain meds for several years now Mostly took them bedtime One for nerve pain One for muscle spams This week I have reduced both to 2 doses Going to try to continue to reduce over time,49,49
28987,28987,2019-05-08 10:24:28+00:00,1126070353330044930,Novartis reports positive data from recent Mayzent study https://t.co/Tr3WpZXf2u,b'Novartis reports positive data from recent Mayzent study https://t.co/Tr3WpZXf2u',Sharecastcom,https://twitter.com/Sharecastcom/status/1126070353330044930,en,mayzent,,Novartis reports positive data from recent Mayzent study,Novartis reports positive data from recent Mayzent study,8,8
55934,55934,2019-07-30 01:45:59+00:00,1156018068218232833,A5 - I usually get an MRI about once every 12-18 months. I probably won’t have a new MRI until I have been on Ocrevus 18-24 months. #ChatMS https://t.co/C4GwMkFbJU,b'A5 - I usually get an MRI about once every 12-18 months. I probably won\xe2\x80\x99t have a new MRI until I have been on Ocrevus 18-24 months. #ChatMS https://t.co/C4GwMkFbJU',OJIBAJO,https://twitter.com/OJIBAJO/status/1156018068218232833,en,ocrevus,,A5  I usually get an MRI about once every 18 months I probably wont have a new MRI until I have been on Ocrevus 24 months ChatMS,A5  I usually get an MRI about once every 18 months I probably wont have a new MRI until I have been on Ocrevus 24 months,27,26
69337,69337,2019-05-28 09:51:49+00:00,1133309894839427072,"Lemtrada R3 D1. All good during infusion just headache ribs and back ache.End of the flush and my pulse, temperature and blood pressure went through the roof! Luckily they pumped 2 syringes of I think antihistamines in and it all dropped.If it comes back off to ED I'm  instructed","b""Lemtrada R3 D1. All good during infusion just headache ribs and back ache.End of the flush and my pulse, temperature and blood pressure went through the roof! Luckily they pumped 2 syringes of I think antihistamines in and it all dropped.If it comes back off to ED I'm  instructed""",AndreaFeatherz,https://twitter.com/AndreaFeatherz/status/1133309894839427072,en,lemtrada,,Lemtrada R3 D1 All good during infusion just headache ribs and back acheEnd of the flush and my pulse temperature and blood pressure went through the roof Luckily they pumped syringes of I think antihistamines in and it all droppedIf it comes back off to ED Im instructed,Lemtrada R3 D1 All good during infusion just headache ribs and back acheEnd of the flush and my pulse temperature and blood pressure went through the roof Luckily they pumped syringes of I think antihistamines in and it all droppedIf it comes back off to ED Im instructed,48,48
2901,2901,2022-01-28 13:00:01+00:00,1487047814232297476,"At 1530h today (UK time) there is an interview on https://t.co/R6uMhGYZ7U with @KlausSchmierer.

All about #Mavenclad and #Lemtrada (IRTs). Where they fit, how they work, risks in MS, both from the disease and the DMT.

Stay tuned here for the link or subscribe and ring the bell. https://t.co/nzWwwrASNi","b'At 1530h today (UK time) there is an interview on https://t.co/R6uMhGYZ7U with @KlausSchmierer.\n\nAll about #Mavenclad and #Lemtrada (IRTs). Where they fit, how they work, risks in MS, both from the disease and the DMT.\n\nStay tuned here for the link or subscribe and ring the bell. https://t.co/nzWwwrASNi'",themsguide,https://twitter.com/themsguide/status/1487047814232297476,en,mavenclad,,At h today UK time there is an interview on with  All about Mavenclad and Lemtrada IRTs Where they fit how they work risks in MS both from the disease and the DMT Stay tuned here for the link or subscribe and ring the bell,At h today UK time there is an interview on with  All about and IRTs Where they fit how they work risks in MS both from the disease and the DMT Stay tuned here for the link or subscribe and ring the bell,45,43
14386,14386,2019-02-06 21:20:15+00:00,1093258091100078082,"@Watchhimtrade The '514 patent is key to protecting the Tecfidera franchise.  The '514 patent goes to 2028.  If the '514 patent falls, the rest of the patents on the drug will expire by 2020. So it's the difference between the Tecfidera franchise lasting to 2028, or going away in 2020.","b""@Watchhimtrade The '514 patent is key to protecting the Tecfidera franchise.  The '514 patent goes to 2028.  If the '514 patent falls, the rest of the patents on the drug will expire by 2020. So it's the difference between the Tecfidera franchise lasting to 2028, or going away in 2020.""",PunditPatent,https://twitter.com/PunditPatent/status/1093258091100078082,en,tecfidera,,The 514 patent is key to protecting the Tecfidera franchise The 514 patent goes to  If the 514 patent falls the rest of the patents on the drug will expire by  So its the difference between the Tecfidera franchise lasting to  or going away in ,The 514 patent is key to protecting the Tecfidera franchise The 514 patent goes to  If the 514 patent falls the rest of the patents on the drug will expire by  So its the difference between the Tecfidera franchise lasting to  or going away in ,45,45
50705,50705,2020-12-14 21:10:04+00:00,1338592112946769922,FDA approves Roche’s OCREVUS® (ocrelizumab) shorter 2-hour infusion for relapsing and primary progressive multiple sclerosis https://t.co/4wfp7UFV8L #StockMarket #Stocks,b'FDA approves Roche\xe2\x80\x99s OCREVUS\xc2\xae (ocrelizumab) shorter 2-hour infusion for relapsing and primary progressive multiple sclerosis https://t.co/4wfp7UFV8L #StockMarket #Stocks',feed_stocks,https://twitter.com/feed_stocks/status/1338592112946769922,en,ocrevus,,FDA approves Roches OCREVUS ocrelizumab shorter hour infusion for relapsing and primary progressive multiple sclerosis StockMarket Stocks,FDA approves Roches OCREVUS ocrelizumab shorter hour infusion for relapsing and primary progressive multiple sclerosis,17,15
55360,55360,2019-10-10 10:59:03+00:00,1182249175792128000,Having my first relapse after starting with #Ocrevus a few months ago. I‘m not surprised but disappointed nevertheless 😞,b'Having my first relapse after starting with #Ocrevus a few months ago. I\xe2\x80\x98m not surprised but disappointed nevertheless \xf0\x9f\x98\x9e',J_Roc98,https://twitter.com/J_Roc98/status/1182249175792128000,en,ocrevus,,Having my first relapse after starting with Ocrevus a few months ago Im not surprised but disappointed nevertheless,Having my first relapse after starting with a few months ago Im not surprised but disappointed nevertheless,18,17
11957,11957,2020-07-22 11:55:03+00:00,1285906197288189953,"Biogen raises full-year profit view, quarter boosted by Tecfidera demand - https://t.co/grbCOddiok","b'Biogen raises full-year profit view, quarter boosted by Tecfidera demand - https://t.co/grbCOddiok'",newsinvesting,https://twitter.com/newsinvesting/status/1285906197288189953,en,tecfidera,,Biogen raises fullyear profit view quarter boosted by Tecfidera demand ,Biogen raises fullyear profit view quarter boosted by Tecfidera demand ,10,10
68305,68305,2020-01-22 14:11:05+00:00,1219985841549987840,And we’re off! Round 2 of Lemtrada is underway,b'And we\xe2\x80\x99re off! Round 2 of Lemtrada is underway',Lighty99,https://twitter.com/Lighty99/status/1219985841549987840,en,lemtrada,,And were off Round of Lemtrada is underway,And were off Round of Lemtrada is underway,8,8
34822,34822,2020-06-12 12:24:51+00:00,1271418182234976257,"Switch From Tysabri to Other DMT Raises Relapse Risk, Study Finds #multiplesclerosis via @MSNewsToday https://t.co/7zdTMHEkxu","b'Switch From Tysabri to Other DMT Raises Relapse Risk, Study Finds #multiplesclerosis via @MSNewsToday https://t.co/7zdTMHEkxu'",disabilitywire,https://twitter.com/disabilitywire/status/1271418182234976257,en,tysabri,,Switch From Tysabri to Other DMT Raises Relapse Risk Study Finds multiplesclerosis via,Switch From Tysabri to Other DMT Raises Relapse Risk Study Finds via,13,12
35502,35502,2020-02-27 21:54:12+00:00,1233148352851795970,They really are! #mugroveparkhosp #taunton #ms #tysabri https://t.co/2PmXkxoCKD,b'They really are! #mugroveparkhosp #taunton #ms #tysabri https://t.co/2PmXkxoCKD',kel_stone,https://twitter.com/kel_stone/status/1233148352851795970,en,tysabri,,They really are mugroveparkhosp taunton ms tysabri,They really are,7,3
42240,42240,2018-07-20 11:05:10+00:00,1020263341137301504,"Sequencing of DMTs in MSers is getting more, not less, complicated. Would you agree? #ClinicSpeak Shortening the washout to 4 weeks when switching from natalizumab to fingolimod and risk of disease reactivation in multiple sclerosis. https://t.co/qxt8oPWzNr https://t.co/vrWdn4yXo4","b'Sequencing of DMTs in MSers is getting more, not less, complicated. Would you agree? #ClinicSpeak Shortening the washout to 4 weeks when switching from natalizumab to fingolimod and risk of disease reactivation in multiple sclerosis. https://t.co/qxt8oPWzNr https://t.co/vrWdn4yXo4'",GavinGiovannoni,https://twitter.com/GavinGiovannoni/status/1020263341137301504,en,natalizumab,,Sequencing of DMTs in MSers is getting more not less complicated Would you agree ClinicSpeak Shortening the washout to weeks when switching from natalizumab to fingolimod and risk of disease reactivation in multiple sclerosis,Sequencing of DMTs in MSers is getting more not less complicated Would you agree Shortening the washout to weeks when switching from natalizumab to fingolimod and risk of disease reactivation in multiple sclerosis,34,33
17438,17438,2018-02-20 09:28:26+00:00,965880814822215680,RT neuroscience Free to read in European Journal of Immunology: Dimethyl fumarate treatment alters NK cell function in multiple sclerosis. Click here to find out more: https://t.co/1m4WT6xrur #MS #multiplesclerosis,b'RT neuroscience Free to read in European Journal of Immunology: Dimethyl fumarate treatment alters NK cell function in multiple sclerosis. Click here to find out more: https://t.co/1m4WT6xrur #MS #multiplesclerosis',psychologybook1,https://twitter.com/psychologybook1/status/965880814822215680,en,dimethyl fumarate,,RT neuroscience Free to read in European Journal of Immunology Dimethyl fumarate treatment alters NK cell function in multiple sclerosis Click here to find out more MS multiplesclerosis,RT neuroscience Free to read in European Journal of Immunology Dimethyl fumarate treatment alters NK cell function in multiple sclerosis Click here to find out more,28,26
55236,55236,2019-10-24 17:54:52+00:00,1187427249345191936,"@davejsports I was diagnosed with Multiple Sclerosis in August 2017.  I get Ocrevus Infusion treatment too.  Rest, diet, exercise, vitamins &amp; positive mentality are keys.  I also highly reccomend a YouTube channel called The MS Gym. You got this.  #MSWarrior","b'@davejsports I was diagnosed with Multiple Sclerosis in August 2017.  I get Ocrevus Infusion treatment too.  Rest, diet, exercise, vitamins &amp; positive mentality are keys.  I also highly reccomend a YouTube channel called The MS Gym. You got this.  #MSWarrior'",Calmy66,https://twitter.com/Calmy66/status/1187427249345191936,en,ocrevus,,I was diagnosed with Multiple Sclerosis in August  I get Ocrevus Infusion treatment too Rest diet exercise vitamins  positive mentality are keys I also highly reccomend a YouTube channel called The MS Gym You got this MSWarrior,I was diagnosed with Multiple Sclerosis in August  I get Ocrevus Infusion treatment too Rest diet exercise vitamins  positive mentality are keys I also highly reccomend a YouTube channel called The MS Gym You got this,37,36
